㞮	deru
蕉	kiasa
蕊	shibe
蕋	shibe
蕎	kyou
蕏	cho
蕐	hana
蕑	hujibakama
蕒	nokeshi
蕓	aburana
蕕	kariganeso
蕖	oyaimo
蕗	fuki
蕘	takigi
蕙	kaorigusa
蕚	utena
蕜	itamu
蕝	setsu
蕞	sai
蕟	hitsu
蕠	jo
蕡	shigeru
蕢	areru
蕣	mukuge
蕤	zui
蕨	warabi
蕩	ugoku
蕪	areru
蕫	tou
蕭	yomogi
蕯	rou
蕰	tsumu
蕳	fujibakama
蕷	yo
蕹	atsumeru
蕺	dokudami
蕻	shigeru
蕽	dou
蕾	tsubomi
蕿	kaya
薀	tsumu
薁	niwaume
薄	usui
薅	kukiotoru
薆	kakusu
薇	zenmai
薈	shigeru
薉	areru
薊	azami
薋	shigeru
薌	kokumotsu
薏	yoku
薐	rou
薑	hajikami
薓	ninjin
薔	mizutade
薗	sono
薘	oobako
薙	karu
薛	kawarayomogi
薜	touki
薝	sen
薟	yabukarashi
薠	hamasuge
薢	kai
薤	rakkyou
薥	rengetsutsuji
薦	susumeru
薧	hakaba
薨	mimakaru
薩	sukuu
薪	takigi
薫	kaoru
薬	kusuri
薭	hie
薮	yabu
薯	imo
薰	kaoru
薴	midareru
薶	uzumeru
薷	kikurage
薸	ukigusa
薹	aburana
薺	nazuna
薼	kawarayomogi
薽	yabutabako
薾	saku
薿	shigiru
藁	wara
藂	kusamura
藇	utsukushii
藉	shiku
藊	fujimame
藋	aoakagi
藍	ai
藎	kobunagusa
藏	kura
藐	haruka
藕	hasunone
藘	ryo
藚	omodaka
藜	akaza
藝	ueru
藟	kazura
藠	rakkyou
藤	fuji
藥	kusuri
藦	ba
藨	mame
藩	magaki
藪	yabu
藭	senkiyuu
藳	wara
藴	tsumu
藶	reki
藷	imo
藹	ooi
藺	i
藻	mo
藼	kaya
藾	oou
藿	kaku
蘀	ochiba
蘂	shibe
蘄	ki
蘅	kou
蘆	ashi
蘇	yomigaeru
蘊	tsumu
蘋	ukikusa
蘍	kaooru
蘎	ki
蘏	kei
蘐	kaya
蘑	hiratake
蘒	hagi
蘓	yomigaeru
蘖	hikobae
蘗	kiwada
蘘	miyouga
蘙	shigeru
蘚	koke
蘛	shigeru
蘞	yabukarashi
蘡	ou
蘢	ouketade
蘧	ku
蘩	shiroyomogi
蘭	fujibaka
蘯	tou
蘰	katsura
蘶	hikobae
蘸	hitasu
蘺	kusabie
蘼	bi
蘽	fujikazura
蘿	tsuta
虀	aeru
虁	ki
虂	ro
虆	kazura
虈	yoroigusa
虍	torakanmuri
虎	tora
虐	shiitageru
虒	kemono
虓	usobuku
虔	tsutsushimu
處	tokoro
虖	hoeru
虗	munashii
虘	takedakeshii
虙	fuku
虚	munashii
虛	munashii
虜	toriko
虝	toru
虞	osore
號	sakebu
虠	kou
虡	hashiru
虢	tsumeato
虣	shiitagiru
虤	gan
虧	kakeru
虩	osoreru
虫	mushi
虬	mizuchi
虯	mizuchi
虱	shirami
虵	hebi
虶	u
虷	bouhura
虹	niji
虺	mamushi
虻	abu
蚈	hotaru
蚉	ka
蚊	ka
蚋	ka
蚌	dobuga
蚍	ooari
蚑	hau
蚓	mimizu
蚕	kaiko
蚖	imori
蚘	kaichiyuu
蚚	kokuzoumushi
蚜	aburamushi
蚡	moguramochi
蚣	kou
蚤	nomi
蚦	nishikihebi
蚧	kai
蚨	fu
蚩	warau
蚪	tou
蚫	awabi
蚭	ji
蚯	kyuu
蚰	yuu
蚱	saku
蚳	chi
蚴	yuu
蚵	ka
蚶	akagai
蚷	kyo
蚸	reki
蚹	fu
蚿	ken
蛀	kikuimushi
蛁	chou
蛃	hei
蛄	kera
蛅	zen
蛆	uji
蛇	hebi
蛉	rei
蛋	tamago
蛍	hotaru
蛎	kaki
蛑	bou
蛒	sukumomushi
蛔	haranomushi
蛕	kaichiyuu
蛗	fuu
蛙	kaeru
蛚	retsu
蛛	kumo
蛜	i
蛞	namekuji
蛟	mizuchi
蛠	rei
蛣	kitsu
蛤	hamaguri
蛥	niiniizemi
蛧	bou
蛩	koorogi
蛬	kirigirisu
蛭	hiru
蛮	ebisu
蛯	ebi
蛸	tako
蛹	sanagi
蛺	chuu
蛻	nukegara
蛼	ashimatsui
蛽	kai
蛾	ga
蜀	imomushi
蜂	hachi
蜃	oohamaguri
蜄	ugoku
蜅	fu
蜆	shijimi
蜇	sasu
蜈	go
蜉	fu
蜊	asari
蜋	rou
蜍	sho
蜎	bouhura
蜏	kagerou
蜐	kyou
蜑	ama
蜒	en
蜓	ten
蜔	ten
蜕	nukegara
蜖	haranomushi
蜘	kumo
蜙	shou
蜚	aburamushi
蜜	mitsu
蜞	hiru
蜟	iku
蜡	ujimushi
蜣	kyou
蜥	seki
蜨	shou
蜩	semi
蜮	isagomushi
蜯	dobugai
蜱	dani
蜲	uneru
蜴	tokage
蜷	nina
蜹	buyo
蜺	tsukutsukuboushi
蜻	tonbo
蜼	saru
蜽	kodama
蜾	jigabachi
蜿	mimizu
蝀	tou
蝃	niji
蝅	kaiko
蝉	semi
蝋	mitsurou
蝌	ka
蝍	soku
蝎	sukumomushi
蝓	dendenmushi
蝕	mushibamu
蝗	inago
蝘	en
蝙	hen
蝝	inago
蝟	harinezumi
蝠	mamushi
蝡	ugomeku
蝣	yuu
蝤	kikuimushi
蝥	bou
蝦	ebi
蝨	shirami
蝪	tou
蝮	mamushi
蝯	tenagazaru
蝱	abu
蝲	sasori
蝴	ko
蝶	chouchou
蝸	katatsumuri
蝻	nan
蝿	hae
螂	rou
螃	hou
螄	nina
螅	shi
螆	shi
螇	kei
螈	imori
螉	o
螋	shuu
螌	han
融	tooru
螐	o
螓	natsu
螕	dani
螗	natsu
螘	ari
螞	ba
螟	zuimushi
螠	yumushi
螢	hotaru
螣	tou
螧	ebi
螫	sasu
螬	sou
螭	mizuchi
螮	tei
螯	hasami
螱	shiroari
螳	tou
螵	hyou
螺	nina
螻	kera
螽	inago
螾	mimizu
螿	shou
蟀	koorogi
蟁	ka
蟄	kakureru
蟆	gama
蟇	buto
蟈	isagomushi
蟉	ryuu
蟊	nekirimushi
蟋	shitsu
蟎	dani
蟐	kamakiri
蟒	uwabami
蟕	sui
蟖	kemushi
蟙	koumuri
蟚	hou
蟜	kyou
蟟	kumazemi
蟠	warajimushi
蟢	ki
蟣	shirami
蟤	sen
蟪	tsukutsukuboushi
蟫	shimi
蟬	semi
蟭	shou
蟯	gyou
蟱	kumo
蟲	mushi
蟳	gazami
蟶	mate
蟷	tou
蟸	hisago
蟹	kani
蟺	mimizu
蟻	ari
蟾	hikigaeru
蟿	kei
蠁	nishidochi
蠃	katatsumuri
蠅	hae
蠆	tai
蠉	hau
蠊	ren
蠋	kemushi
蠍	sasori
蠎	uwabami
蠏	kani
蠐	sei
蠑	ei
蠒	mayu
蠓	katsuomushi
蠔	kaki
蠕	ugomeku
蠖	kakureru
蠘	setsu
蠙	dobugai
蠚	sasu
蠛	katsuomushi
蠜	inago
蠞	setsu
蠟	mitsurou
蠡	hisago
蠢	ugomeku
蠣	kaki
蠧	kikuimushi
蠨	ashitakagumo
蠭	hachi
蠮	etsu
蠰	kamikirimushi
蠱	sokonau
蠲	yasude
蠵	kei
蠶	kaiko
蠹	kikuimushi
蠺	kaiko
蠻	ebisu
蠼	oozaru
血	chi
衁	chi
衂	hanaji
衃	hai
衄	hanaji
衅	chinuru
衆	ooi
衈	ji
衉	kaku
衊	betsu
衋	itamu
行	iku
衍	habikoru
衎	yorokobu
衑	michi
衒	terau
術	michi
衕	tou
衖	chimata
街	machi
衘	kutsushiyu
衙	yakusho
衚	ko
衛	mamoru
衜	michi
衝	tsuku
衞	mamoru
衟	michi
衠	makoto
衡	hakari
衢	michi
衣	koromo
衤	koromohen
衦	nobasu
表	omote
衩	sai
衫	koromo
衮	ougi
衰	otoroeru
衱	tsukurou
衲	koromo
衵	akome
衷	uchi
衹	tamatama
衻	fuchidoru
衽	eri
衾	fusuma
衿	eri
袀	ikusagoromo
袁	en
袂	tamoto
袈	ka
袋	fukuro
袍	wataire
袒	katanugu
袖	sode
袗	hitoe
袘	migoro
袙	akome
袚	huku
袛	tei
袜	tabi
袞	ougi
袟	saya
袠	chitsu
袢	hadagi
袤	nagasa
袨	haregi
袪	sode
被	koumuru
袮	ne
袰	horo
袱	fukusa
袳	kimonohirogaru
袴	hakama
袵	okumi
袷	awase
袺	tsumadoru
袽	yaburegoromo
袾	migoro
袿	uchikake
裀	migoro
裁	tatsu
裂	saku
裃	kamishimo
裄	yuki
装	yosoou
裈	fundoshi
裊	shinayaka
裋	shitagi
裌	awase
裍	naru
裎	hadaka
裏	ura
裑	migoro
裒	homeru
裓	suso
裔	suso
裕	yutaka
裘	kawagoromo
裙	mosuri
裛	hukuro
補	oginau
裝	yosoou
裞	sei
裟	sa
裡	ura
裧	tareginu
裨	oginau
裪	tau
裯	hadagi
裰	tsukurou
裱	hire
裲	uchikake
裳	mo
裴	tachimotooru
裵	tachimotooru
裷	zukin
裸	hadaka
裹	tsutsumu
裼	hadanugu
製	tatsu
裾	suso
褁	hukuro
褂	uchikake
褄	tsuma
褆	shi
複	kasaneru
褊	semai
褌	fundoshi
褍	migoro
褎	sode
褏	sode
褐	nunoko
褒	homeru
褓	oshime
褕	hanekazari
褖	koromo
褘	hizakake
褙	hadagi
褚	wataire
褜	ena
褝	hitoe
褞	nunoko
褠	hitoe
褥	shitone
褦	higasa
褧	hitoe
褨	sa
褪	nugu
褫	ubau
褰	hakama
褱	idaku
褲	zubon
褵	obi
褶	kasaneru
褸	boro
褹	nunoko
褺	kasanederomo
褻	nareru
褾	sodekuchi
襀	hida
襁	mutsuki
襂	hitoe
襃	homeru
襄	noboru
襅	chihaya
襆	mosuso
襉	susonohida
襌	hitoe
襍	majieru
襏	aranuno
襒	koromo
襕	hitoe
襖	ao
襗	shitabakama
襚	sui
襛	atsui
襜	maekake
襞	hida
襟	eri
襠	machi
襡	nagajuban
襢	hadanugi
襣	hundoshi
襤	boro
襦	hadagi
襪	tabi
襫	seki
襭	tsumabasamu
襮	eri
襯	hadagi
襰	ochiru
襲	osou
襳	shitagi
襴	hitoe
襵	hida
襷	tasuki
襺	wataire
襻	tsukehimo
襼	sode
襽	ran
襾	oou
西	nishi
要	iru
覃	umai
覆	oou
覇	hatagashira
覈	shiraberu
覉	omogai
覊	omogai
見	miru
覌	miru
覍	hen
規	bunmawashi
覐	obooeru
覓	motomeru
覔	motomeru
覕	betsu
視	miru
覗	ukagau
覘	ukagau
覙	meru
覚	oboeru
覛	miru
覜	miru
覟	meru
覠	miru
覡	miko
覥	hajiru
覦	negau
覧	miru
覩	miru
親	shitashii
覬	nozomu
覯	au
覰	ukagau
覲	mamieru
観	miru
覴	mitsumerusama
覵	miru
覶	miru
覷	ukagau
覸	miru
覺	oboeru
覼	meru
覽	miru
覿	au
觀	miru
角	tsuno
觔	suji
觕	arai
觖	kakeru
觗	sakazuki
觘	tsunosaji
觚	sakazuki
觜	kuchibashi
觝	fureru
解	toku
觥	tsunosakazuki
触	fureru
觧	toku
觩	magaru
觫	soku
觭	katamuku
觱	hichiriki
觳	koku
觴	sakazuki
觶	sakazuki
觸	fureru
觹	kujiri
觽	kujiri
觿	kujiri
言	koto
言葉	kotoba
訁	gonben
訂	hakaru
訃	shirase
訄	kyuu
訅	yasunzuru
訇	kou
計	hakaru
訊	tou
訌	momeru
討	utsu
訏	itsuwaru
訐	abaku
訑	shi
訒	nayamu
訓	oshieru
訔	kataru
訕	soshiru
訖	owaru
託	yoru
記	shirusu
記憶	kioku
訛	namari
訝	ibukaru
訞	wazawai
訟	arasou
訠	hagu
訢	yorokobu
訣	wakareru
訤	kon
訥	domoru
訦	makoto
訪	otozureru
訫	makoto
訬	midareru
設	moukeru
訯	shaberu
許	yurusu
訳	wake
訴	uttaeru
訵	hisokaniukagaishiru
訶	shikaru
訷	toku
診	miru
註	toku
証	akashi
訽	nonoshiru
訾	tsutomenai
詀	tan
詁	yomi
詃	izanau
詅	uru
詆	soshiru
詇	satoi
詈	nonoshiru
詉	kamabisushii
詍	shiyabiru
詎	nanzo
詐	itsuwaru
詑	azamuku
詒	azamuku
詓	koe
詔	mikotonori
評	hakaru
詖	katayoru
詗	saguru
詘	tsumaru
詛	norou
詜	midareru
詝	satoi
詞	kotoba
詠	yomu
詡	hokoru
詢	hakaru
詣	itaru
詥	yaharagu
試	kokoromiru
詧	miru
詩	karauta
詫	kakotsu
詬	hazukashime
詭	itsuwaru
詮	nori
詰	tsumeru
話	hanasu
該	kaneru
詳	kuwashii
詵	toru
詶	norou
詷	onaji
詹	sen
詺	nazukeru
詻	iiarasou
詼	tawamureru
詾	utsutaeru
詿	ayamaru
誀	sasou
誂	idomu
誃	wakareru
誄	shinobigo
誅	utsu
誆	itsuwari
誇	hokoru
誉	homare
誋	imashimeru
誌	shirusu
認	mitomeru
誏	atoomeru
誐	yoikotoba
誑	taburakasu
誒	aa
誓	chikau
誕	itsuwaru
誖	midasu
誗	kotobagauruwashii
誘	sasou
誙	arai
誚	semeru
語	kataru
誟	kou
誠	makoto
誡	imashimeru
誣	shiiru
誤	ayamaru
誥	tsugeru
誦	tonaeru
誧	ho
誨	oshieru
誩	arasoiiu
說	toku
説	toku
読	yomu
誮	yasashi
誯	tonaaeru
誰	dare
課	kokoromiru
誳	tsumaru
誶	semeru
誷	shihiru
誹	soshiru
誻	soshiru
誼	yoi
誾	gin
調	totonou
諂	hetsurau
諃	yokuiu
諄	kudokudo
諆	azamuku
談	kataru
諈	kakotsukeru
諉	wazurawasu
諊	shirabiru
請	kou
諌	isameru
諍	isameru
諏	hakaru
諑	utsutae
諒	akirakanisu
諓	yokuiu
諔	itsuwaru
諕	sakebu
論	agetsurau
諗	isameru
諚	jou
諛	hetsurau
諜	ukagau
諝	satoi
諞	hetsurau
諟	tadasu
諠	kamabisushi
諡	okurina
諢	tawamure
諤	iiarasou
諦	tsumabiraka
諧	yawaragu
諫	isameru
諬	satoosu
諭	satosu
諮	hakaru
諰	omou
諱	imu
諳	soranjiru
諴	yawaragu
諵	nan
諶	makoto
諷	soranjiru
諸	moro
諺	kotowaza
諼	utsuwaru
諾	ubenau
諿	yawaragu
謀	hakaru
謁	mamieru
謂	iu
謄	utsusu
謅	moteasobu
謆	madowasu
謇	domoru
謊	itsuwaru
謋	kaku
謌	utau
謎	nazo
謐	shizuka
謑	haji
謔	tawamureru
謖	tatsu
謗	soshiru
謙	herikudaru
謚	okurina
講	kou
謜	gen
謝	ayamaru
謞	kaku
謟	utagau
謠	utai
謡	utai
謦	sekibarai
謨	hakaru
謫	semeru
謬	ayamaru
謭	asai
謰	oshiyabiri
謳	utau
謷	yakamashii
謹	tsutsushimu
謼	yobu
謾	azamuku
譁	kamabisushi
譂	itsuwaru
譃	itsuwaru
譄	shiiru
譅	shuu
譆	aa
譈	uramu
證	akashi
譌	namari
譍	kotaeru
譎	itsuwaru
譏	soshiru
譒	shiku
譓	kashikoi
譔	oshieru
譖	soshiru
識	shiru
譙	shikaru
譚	hanashi
譛	soshiru
譜	shirusu
譞	sakashii
譟	sawagu
譣	tou
警	imashimeru
譫	tawagoto
譬	tatoeru
譭	ki
譯	wake
議	hakaru
譱	yoi
譲	yuzuru
譴	semeru
譶	hayakuchi
護	mamoru
譸	norou
譹	sakebu
譼	kan
譽	homare
譾	asai
讀	yomu
讁	togameru
讃	homeru
讄	inoru
讅	tsumabiraka
讆	negoto
變	kawaru
讋	osoreru
讌	kutsurogu
讍	wameku
讎	mukuiru
讏	negoto
讐	mukuiru
讒	soshiru
讓	yuzuru
讔	nazo
讕	soshiru
讖	shirushi
讙	kamabisushi
讚	homeru
讜	tadashiikotoba
讞	sabaku
讟	uramu
讬	yoru
谷	tani
谸	sen
谹	hukai
谺	kodama
谽	kan
谾	utsuro
谿	tanigawa
豁	hirakeru
豅	rou
豆	mame
豇	sasage
豈	ani
豉	miso
豊	yutaka
豋	takatsuki
豌	en
豎	tatsu
豏	mebaeru
豐	yutaka
豑	chitsu
豓	namamekashii
豔	namamekashii
豕	inoko
豗	utsu
豘	buta
豙	sokonau
豚	buta
豛	inoko
豜	ken
豝	ha
象	kata
豢	yashinau
豣	iinoko
豤	kamu
豦	yamenai
豨	ki
豩	hin
豪	yamaarashi
豫	arakajime
豬	inoshishi
豭	osunoinoko
豳	hin
豵	inoko
豶	fun
豸	tokeru
豹	hyou
豺	yamainu
豻	kan
豼	hi
豾	kodameki
貂	ten
貅	kyuu
貆	mujina
貇	kamu
貉	mujina
貊	ebisu
貋	kan
貌	katachi
貍	tanuki
貎	gei
貐	kemono
貒	mami
貓	neko
貔	hi
貘	baku
貙	kemono
貛	mamidameki
貜	oozaru
貝	kai
貞	tadashii
負	ou
財	takara
貢	mitsugu
貤	kasaneru
貧	mazushii
貨	takara
販	akinau
貪	musaboru
貫	tsuranuku
責	semeru
貭	moto
貮	futatsu
貯	takuwaeru
貰	morau
貲	takara
貳	futatsu
貴	toutoi
貶	otosu
買	kau
貸	kasu
貹	takara
貺	tamau
費	tsuiyasu
貼	haru
貽	okuru
貿	kaeru
賀	yorokobu
賁	kazaru
賂	mainau
賃	yatou
賄	makanau
賅	tariru
賆	masu
資	moto
賈	akinau
賉	ureeru
賊	sokonau
賋	akiruka
賍	kakusu
賎	iyashi
賏	kubikazari
賑	nigiwau
賒	sha
賓	maroudo
賔	maroudo
賕	mainai
賖	tooi
賙	ataeru
賚	tamau
賛	tasukeru
賜	tamawaru
賝	takara
賞	homeru
賠	tsugunau
賡	tsugu
賢	kashikoi
賣	uru
賤	iyashii
賦	mitsugi
賨	mitsugi
質	moto
賬	tobari
賭	kakeru
賯	takara
賰	tomu
賲	tamotsu
賴	tanomu
賵	okuru
賷	motarasu
賸	masu
賺	sukasu
賻	tasukeru
購	aganau
賽	mukuimatsuru
賾	okubukai
賿	zeni
贁	yabureru
贃	sukasu
贄	nie
贅	ibo
贇	in
贈	okuru
贉	tetsuke
贊	tasukeru
贋	nise
贍	sukuu
贏	amari
贐	hanamuke
贒	kashikoi
贓	kakusu
贔	ikaru
贖	aganau
贗	tadashikunai
贛	tamau
贜	kakusu
赑	ikaru
赟	in
赤	aka
赥	aka
赦	yurusu
赧	akarameru
赩	aka
赫	akai
赬	aka
赭	akatsuchi
赮	aka
走	hashiru
赱	hashiru
赳	hataraki
赴	omomuku
起	okiru
赿	chi
趁	ou
趂	chin
趄	sho
超	koeru
趈	tan
越	koeru
趍	hisashii
趐	susumu
趑	shi
趕	ou
趙	oyobu
趞	fumu
趟	odoru
趠	tooi
趣	omomuki
趦	yukinayamu
趨	hashiru
趫	subayai
趬	migarui
趯	sakebu
趲	chiru
足	ashi
趵	utsu
趷	kotsu
趹	hashiru
趺	ashi
趻	hurahurasuru
趼	tsumadatsu
趾	ashi
跀	ashikiku
跂	mutsuyubi
跅	yurumu
跆	fumu
跇	koeru
跈	fumu
跊	fumu
跋	fumu
跌	tsumazuku
跎	tsumazuku
跏	ka
跑	agaku
跔	kagamu
跕	fumu
跖	ashinoura
跗	ashinokou
跙	yukinayamu
跚	yoromeku
跛	chinba
距	kezume
跟	kubisu
跡	ato
跣	hadashi
跤	sune
跥	yuku
跧	keru
跨	matagu
跪	hizamazu
跫	ashioto
跬	hitoashi
路	ji
跰	shitagau
跱	todomaru
跲	tsumazuku
跳	haneru
跴	ou
践	fumu
跺	yuku
跼	hizamazu
跽	hizamazuku
跿	to
踁	sune
踄	fumu
踅	kenken
踆	shirizoku
踈	tooru
踉	odoru
踊	odoru
踋	ashi
踏	fumu
踐	fumu
踑	ashiato
踔	taku
踖	fumu
踝	kurubushi
踞	uzukumaru
踟	chi
踠	mogaku
踡	kagamu
踢	keru
踣	taoreru
踦	kataashi
踧	ikiyasui
踪	ato
踰	koeru
踱	hadashi
踳	somuku
踴	odoru
踵	tsugu
踶	fumu
踷	nanameniyuku
踸	hurajurasuru
踹	kakato
踽	ku
蹀	humu
蹁	yoromeku
蹂	fumu
蹄	hizume
蹇	ashinae
蹈	fumu
蹉	tsumazuku
蹊	komichi
蹋	humu
蹌	ugoku
蹍	humu
蹎	tsumazuku
蹏	hizume
蹐	nukiashi
蹔	totsushinsuru
蹕	sakibarai
蹙	semaru
蹛	humu
蹜	shuku
蹝	humu
蹞	hitoashi
蹟	ato
蹠	ashinoura
蹡	you
蹢	tatazumu
蹣	yoromeku
蹤	ato
蹩	humu
蹬	yoromeku
蹭	yoromeku
蹯	ashinoura
蹰	tamerau
蹱	tamerau
蹲	tsukubau
蹴	keru
蹶	tsumazuku
蹹	humu
蹺	migarui
蹻	kyou
蹼	mizukaki
躁	sawagu
躂	tsumazuku
躃	izari
躄	izari
躅	fumu
躇	tamerau
躉	hashike
躊	tamerau
躋	noboru
躍	odoru
躐	humu
躑	tachimotooru
躒	ugoku
躓	tsumazuku
躔	fumu
躕	tamerau
躗	humu
躙	fumu
躚	mau
躛	humu
躝	koeru
躞	yuku
躡	fumu
躢	fumu
躧	kutsu
躩	susumanai
躪	fumu
身	mi
躬	mi
躭	hukeru
躮	segare
躯	karada
躰	karada
躱	kawasu
躲	kawasu
躳	mi
躵	nerau
躺	husu
躻	utsuke
躾	shitsuke
軀	karada
軁	semushi
軃	ta
軄	shoku
軅	yagate
軆	karada
軇	takai
軈	yagate
車	kuruma
軋	kishiru
軌	wadachi
軍	tsuwamono
軏	kusabi
軐	sen
軑	tei
軒	noki
軔	hadome
軖	tsumugikuruma
軛	kubiki
軜	tazuna
軟	yawaraka
軠	jin
転	korobu
軣	todoroku
軨	tesori
軫	yokogi
軭	todokooru
軮	ou
軰	yakai
軱	oobone
軷	hatsu
軸	shingi
軹	ana
軺	you
軻	ka
軼	sugiru
軽	karui
軾	shikimi
軿	atsumaru
輀	hitsugiguruma
輂	kyoku
較	kuraberu
輅	mikuruma
輇	sen
輈	chuu
載	noseru
輊	hikui
輌	narabu
輏	karui
輐	marui
輒	wakigi
輓	hiku
輔	tasukeru
輕	karui
輖	shuu
輗	kusabi
輘	hikitsubusu
輙	wakigi
輛	narabu
輜	horoguruma
輝	kagayaku
輞	wa
輟	yameru
輠	aburatsubo
輡	kan
輣	ikusagurumu
輥	mawaru
輦	teguruma
輧	atsumaru
輨	ooi
輩	tomogara
輪	wa
輬	neguruma
輭	neguruma
輮	oowa
輯	atsumeru
輳	atsumaru
輴	chun
輵	katsu
輶	karui
輷	todoroku
輸	okuru
輹	tokoshibari
輺	horoguruma
輻	ya
輾	meguru
輿	koshi
轀	on
轁	tsutsumu
轂	koshiki
轃	shin
轄	kusabi
轅	nagae
轆	nagaeshiha
轇	tookunagai
轉	korobu
轌	sori
轍	wadachi
轎	kago
轏	san
轑	tawameru
轒	fun
轓	han
轔	hibiki
轕	kashimashii
轗	kan
轘	kurumazaki
轜	hitsugigu
轝	koshi
轞	hibiki
轟	todoroki
轡	tazuna
轢	kishiru
轣	kishiru
轤	kurumagi
轥	fuminijiru
辛	karai
辜	tsumi
辝	yameru
辞	yameru
辟	kimi
辠	tsumi
辡	utsutaheru
辣	karai
辤	yameru
辥	tsumi
辦	tsutomeru
辧	kanmuri
辨	wakeru
辭	yameru
辮	amu
辯	wakeru
辰	tatsu
辱	hazukashime
農	kusagiru
辵	shinnyou
辶	shinnyou
辷	suberu
辸	yuku
边	atari
辺	atari
辻	tsuji
込	komu
达	nameraka
辿	tadoru
迀	motomeru
迁	utsuru
迂	sakeru
迄	oyobu
迅	hayai
迆	naname
迊	meguru
迋	yuku
迍	chun
迎	mukaeru
运	hashiru
近	chikai
迒	ashiato
迓	mukaeru
返	kaesu
迕	deau
迚	totemo
迠	yuku
迢	haruka
迣	saegiru
迤	naname
迥	haruka
迦	kuraberu
迨	itaru
迩	chikai
迪	michi
迫	semaru
迬	yuku
迭	kawaru
迮	tatsu
迯	nigeru
述	noberu
迱	yuku
迴	meguru
迵	tooru
迶	yuku
迷	mayou
迸	hashiru
迹	ato
迺	sunawachi
迻	utsuru
追	ou
迾	saegiru
退	shirizoku
送	okuru
适	hayai
逃	nigeru
逄	husagu
逅	au
逆	sakarau
逈	haruka
逋	nogareru
逌	yuruyaka
逍	samayou
逎	semaru
透	suku
逐	ou
逑	atsumeru
逓	tagaini
途	michi
逕	komichi
逖	tooi
逗	todomaru
逘	susumu
這	hau
通	tooru
逛	hashiru
逝	yuku
逞	takumashii
速	hayai
造	tsukuru
逡	shirizoku
逢	au
連	tsuranaru
逥	mawasu
逧	sako
逨	kitaru
逩	hashiru
逪	majiru
逬	hashiru
逭	nogareru
逮	oyobu
逯	ryoku
逰	asobu
週	meguru
進	susumu
逳	meguru
逴	tooi
逵	ouji
逶	i
逷	tooi
逸	hashiru
逹	tooru
逺	tooi
逼	semaru
逾	koeru
逿	sugiru
遁	nogareru
遂	togeru
遃	yuku
遄	shibashiba
遅	osoi
遇	au
遉	ukagau
遊	asobu
運	hakobu
遌	deau
遍	amaneshi
過	sugiru
過去	kako
遏	todomeru
遐	tooi
遑	itoma
遒	semaru
道	michi
達	tooru
違	chigau
遖	appare
遘	au
遙	haruka
遛	ryuu
遜	yuzuru
遝	irimajiru
遞	tagaini
遟	osoi
遠	tooi
遡	sakanoboru
遢	tou
遣	tsukawasu
遥	haruka
遦	yuku
遧	akiraka
遨	asobu
適	yuku
遬	sumiyaka
遭	au
遮	saegiru
遯	nogareru
遰	saru
遲	osoi
遴	yuonayamu
遵	shitagau
遶	meguru
遷	utsuru
選	erabu
遹	katayoru
遺	nokosu
遼	haruka
遽	niwaka
避	sakeru
邀	mukaeru
邁	yuku
邂	au
邃	okubukai
還	kaeru
邅	yuonayamu
邇	chikai
邈	tooi
邉	atari
邊	atari
邋	kujiku
邌	omomuro
邎	yuu
邏	meguru
邐	tsuzuku
邑	kuni
邕	you
邗	kan
邘	u
邙	bou
邛	kyou
邠	hin
邡	hakaru
邢	kei
那	nanzo
邥	shin
邦	kuni
邨	mura
邪	ya
邯	kan
邰	tai
邱	oka
邲	hitsu
邳	hi
邴	hei
邵	shou
邶	hai
邸	yashiki
邽	kei
邾	chu
郁	akiraka
郃	au
郄	keki
郅	itaru
郇	shun
郈	kou
郊	matsuru
郌	kei
郎	otoko
郒	otoko
郕	sei
郗	chi
郘	ryo
郙	fu
郛	kuruwa
郜	kou
郝	kaku
郞	otoko
郟	kou
郡	koori
郢	ei
郤	aogu
郥	hai
部	wakeru
郫	hi
郭	kuruwa
郯	tan
郰	shuu
郴	chin
郵	shukuba
郶	bu
郷	sato
都	miyako
郾	en
郿	bi
鄀	jaku
鄂	kagiri
鄄	ken
鄅	gu
鄆	un
鄈	ki
鄉	sato
鄍	mei
鄐	chiku
鄒	suu
鄔	o
鄕	sato
鄖	un
鄗	kou
鄘	you
鄙	hina
鄚	baku
鄜	fu
鄞	gin
鄠	ko
鄢	en
鄣	shou
鄥	kyou
鄧	tou
鄩	shin
鄭	kasaneru
鄮	bou
鄯	sen
鄰	tonari
鄱	ha
鄲	tan
鄴	gyou
鄶	kai
鄷	hou
鄹	shuu
鄺	kou
鄼	atsumaru
鄽	tana
酃	rei
酆	fuu
酇	atsumaru
酈	ri
酉	tori
酊	you
酋	osa
酌	kumu
配	kubaru
酎	kamosu
酏	kibisake
酒	sake
酓	nigai
酔	you
酖	fukeru
酗	ku
酘	tou
酙	kumu
酚	huenooru
酛	sakenomoto
酡	akaramu
酢	su
酣	takenawa
酤	hitoyozake
酥	chichizake
酦	kamosu
酧	mukuiru
酩	you
酪	chichizake
酫	shihozuke
酬	mukuiru
酭	mukuiru
酱	hishio
酲	waruyoi
酳	susugu
酴	sakenomoto
酵	moto
酶	sakenomoto
酷	kibishii
酸	sui
酹	sosogu
酺	utage
酻	toishireru
醁	umazake
醂	awasu
醃	en
醅	doburoku
